title,Javier ratings
Striking Distance (1993),
Stripes (1981),
Striptease (1996),
Stroszek (1977),
Stuart Little (1999),5
Stuart Little 2 (2002),4
Stuart Little 3: Call of the Wild (2005),
Stuart Saves His Family (1995),
Stuck (2007),
Stuck in Love (2012),
Stuck on You (2003),
"Stunt Man, The (1980)",
"Stupids, The (1996)",
Style Wars (1983),
SubUrbia (1997),
Submarine (2010),
"Substitute, The (1996)",
Suburban Commando (1991),
Subway (1985),
Sucker Punch (2011),
Sudden Death (1995),
Sudden Impact (1983),
Suddenly (1954),
"Suddenly, Last Summer (1959)",
Suffragette (2015),
Sugar & Spice (2001),
Sugar Hill (1994),
Sugar Town (1999),
"Sugarland Express, The (1974)",
Suicide Club (Jisatsu saakuru) (2001),
Suicide Kings (1997),
Suicide Squad (2016),
Sukiyaki Western Django (2008),
Sullivan's Travels (1941),
Sully (2016),
"Sum of All Fears, The (2002)",
"Sum of Us, The (1994)",
Summer Catch (2001),
"Summer Place, A (1959)",
Summer Rental (1985),
Summer School (1987),
Summer Wars (Samâ wôzu) (2009),
Summer of Sam (1999),
"Summer's Tale, A (Conte d'été) (1996)",
Sun Alley (Sonnenallee) (1999),
Sunflower (Xiang ri kui) (2005),
Sunless (Sans Soleil) (1983),
Sunrise: A Song of Two Humans (1927),
Sunset Blvd. (a.k.a. Sunset Boulevard) (1950),
"Sunset Limited, The (2011)",
Sunset Park (1996),
Sunshine (1999),
Sunshine (2007),
Sunshine Cleaning (2008),
Sunshine State (2002),
Super (2010),
Super 8 (2011),
Super High Me (2007),
Super Mario Bros. (1993),
Super Size Me (2004),
Super Troopers (2001),
"Super, The (1991)",
SuperFly (2018),
Superbad (2007),
Supercop (Police Story 3: Supercop) (Jing cha gu shi III: Chao ji jing cha) (1992),
Supercop 2 (Project S) (Chao ji ji hua) (1993),
Superfast! (2015),
Supergirl (1984),
Superhero Movie (2008),
Superman (1978),
Superman II (1980),
Superman III (1983),
Superman IV: The Quest for Peace (1987),
Superman Returns (2006),
Superman/Batman: Public Enemies (2009),
Superman/Doomsday (2007) ,
Supernova (2000),
Superstar (1999),
"Sure Thing, The (1985)",
Surf Nazis Must Die (1987),
Surf's Up (2007),
"Suriyothai (a.k.a. Legend of Suriyothai, The) (2001)",
Surrogates (2009),
Survive Style 5+ (2004),
Surviving Christmas (2004),
Surviving the Game (1994),
Survivor (2015),
Suspect Zero (2004),
Suspicion (1941),
Suspiria (1977),
Suture (1993),
Swamp Thing (1982),
"Swamp, The (Ciénaga, La) (2001)",
"Swan Princess, The (1994)",
"Swarm, The (1978)",
Sweeney Todd (2006),
Sweeney Todd: The Demon Barber of Fleet Street (2007),
Sweet Bird of Youth (1962),
Sweet Charity (1969),
Sweet Dreams (1985),
"Sweet Hereafter, The (1997)",
Sweet Home Alabama (2002),
Sweet Liberty (1986),
Sweet November (2001),
Sweet Sixteen (2002),
Sweet Smell of Success (1957),
Sweet and Lowdown (1999),
"Sweetest Thing, The (2002)",
Sweetgrass (2009),
Sweetie (1989),
Swelter (2014),
Swept Away (2002),
Swept Away (Travolti da un insolito destino nell'azzurro mare d'Agosto) (1975),
Swept from the Sea (1997),
Swimfan (2002),
Swimming Pool (2003),
Swimming with Sharks (1995),
Swing Kids (1993),
Swing Time (1936),
Swingers (1996),
Swiss Army Man (2016),
Swiss Family Robinson (1960),
"Switch, The (2010)",
Switchback (1997),
Sword Art Online The Movie: Ordinal Scale (2017),
"Sword in the Stone, The (1963)",
"Sword of Doom, The (Dai-bosatsu tôge) (1966)",
Sword of Vengeance (2014),
Sword of the Beast (Kedamono no ken) (1965),
Sword of the Stranger (Sutorejia: Mukô hadan) (2007),
Swordfish (2001),
Sydney (Hard Eight) (1996),
Sydney White (2007),
Sylvia (2003),
Sympathy for Mr. Vengeance (Boksuneun naui geot) (2002),
Sympathy for the Devil (1968),
Sympathy for the Underdog (1971),
"Synecdoche, New York (2008)",
Syriana (2005),
Syrup (2013),
T-Rex: Back to the Cretaceous (1998),
T2 3-D: Battle Across Time (1996),
T2: Trainspotting (2017),
THX 1138 (1971),
TMNT (Teenage Mutant Ninja Turtles) (2007),
"TV Set, The (2006)",
Table 19 (2017),
Tabu (2012),
Tadpole (2002),
Tae Guk Gi: The Brotherhood of War (Taegukgi hwinalrimyeo) (2004),
Tag (2018),
"Tailor of Panama, The (2001)",
Take Aim at the Police Van (Sono gosôsha wo nerae: 'Jûsangô taihisen' yori) (1960),
Take Me Home Tonight (2011),
Take Shelter (2011),
Take This Job and Shove It (1981),
Take This Waltz (2011),
Take the Lead (2006),
Take the Money and Run (1969),
Taken (2008),
Taken 2 (2012),
Taken 3 (2015),
Takers (2010),
Taking Care of Business (1990),
Taking Lives (2004),
Taking Sides (2001),
Taking Woodstock (2009),
"Taking of Pelham 1 2 3, The (2009)",
"Taking of Pelham One Two Three, The (1974)",
"Tale of Despereaux, The (2008)",
"Tale of Princess Kaguya, The (Kaguyahime no monogatari) (2013)",
"Tale of Two Cities, A (1935)",
"Tale of Two Sisters, A (Janghwa, Hongryeon) (2003)",
Talent for the Game (1991),
"Talented Mr. Ripley, The (1999)",
Tales from the Crypt Presents: Bordello of Blood (1996),
Tales from the Crypt Presents: Demon Knight (1995),
Tales from the Darkside: The Movie (1990),
Tales from the Hood (1995),
Tales of Manhattan (1942),
Talk Radio (1988),
"Talk of the Town, The (1942)",
Talk to Her (Hable con Ella) (2002),
"Tall Guy, The (1989)",
"Tall Man, The (2012)",
Tall Tale (1995),
Talladega Nights: The Ballad of Ricky Bobby (2006),
"Taming of the Shrew, The (1967)",
Tammy (2014),
Tampopo (1985),
Tangerine (2015),
Tangerines (2013),
Tangled (2010),
Tangled Ever After (2012),
Tango & Cash (1989),
Tango (1998),
Tanguy (2001),
Tank Girl (1995),
"Tao of Steve, The (2000)",
Tape (2001),
Tapeheads (1988),
Taps (1981),
Tarantula (1955),
Tarnation (2003),
Tarzan (1999),4.5
Tarzan and the Lost City (1998),
Taste of Cherry (Ta'm e guilass) (1997),
Tattooed Life (Irezumi ichidai) (1965),
Taxi (1998),
Taxi (2004),
Taxi 2 (2000),
Taxi 3 (2003),
Taxi 4 (2007),
Taxi Driver (1976),
Taxi to the Dark Side (2007),
Tea with Mussolini (1999),
Teacher's Pet (1958),
Teaching Mrs. Tingle (1999),
"Teahouse of the August Moon, The (1956)",
Team America: World Police (2004),
Tears for Sale (2008),
Tears of the Sun (2003),
Ted (2012),
Ted 2 (2015),
Teddy Bear (Mis) (1981),
Teen Wolf (1985),
Teenage Mutant Ninja Turtles (1990),4
Teenage Mutant Ninja Turtles (2014),
Teenage Mutant Ninja Turtles II: The Secret of the Ooze (1991),
Teenage Mutant Ninja Turtles III (1993),
Teenage Mutant Ninja Turtles: Out of the Shadows (2016),
Teenage Mutant Ninja Turtles: Turtles Forever (2009),
Teeth (2007),
Tekkonkinkreet (Tekkon kinkurîto) (2006),
Teknolust (2002),
Tell No One (Ne le dis à personne) (2006),
Temple Grandin (2010),
Temptress Moon (Feng Yue) (1996),
"Ten Commandments, The (1956)",
"Ten, The (2007)",
Tenacious D in The Pick of Destiny (2006),
"Tenant, The (Locataire, Le) (1976)",
Tenchi Muyô! In Love (1996),
Tender Mercies (1983),
Tenebre (1982),
Tequila Sunrise (1988),
Terminal Velocity (1994),
"Terminal, The (2004)",
Terminator 2: Judgment Day (1991),
Terminator 3: Rise of the Machines (2003),
Terminator Genisys (2015),
Terminator Salvation (2009),
"Terminator, The (1984)",
Terms of Endearment (1983),
Terri (2011),
"Terrorist, The (a.k.a. Malli) (Theeviravaathi) (1998)",
"Testament of Dr. Mabuse, The (Das Testament des Dr. Mabuse) (1933)",
Tetro (2009),
"Tetsuo, the Ironman (Tetsuo) (1988)",
Tex (1982),
Texas - Doc Snyder hält die Welt in Atem (1993),
Texas Chainsaw 3D (2013),
"Texas Chainsaw Massacre 2, The (1986)",
"Texas Chainsaw Massacre, The (1974)",
"Texas Chainsaw Massacre, The (2003)",
"Texas Chainsaw Massacre: The Beginning, The (2006)",
Texas Chainsaw Massacre: The Next Generation (a.k.a. The Return of the Texas Chainsaw Massacre) (1994),
Texas Rangers (2001),
Thank You for Smoking (2006),
That Awkward Moment (2014),
That Darn Cat (1997),
That Darn Cat! (1965),
That Demon Within (2014),
That Munchhausen (1979),
That Obscure Object of Desire (Cet obscur objet du désir) (1977),
That Sugar Film (2014),
That Thing You Do! (1996),
That Touch of Mink (1962),
That's Entertainment (1974),
That's My Boy (2012),
The 5th Wave (2016),
The Accountant (2016),
The Adderall Diaries (2015),
The Adventures of Sherlock Holmes and Doctor Watson,
The Adventures of Sherlock Holmes and Doctor Watson: King of Blackmailers (1980),
The Adventures of Sherlock Holmes and Doctor Watson: The Hunt for the Tiger (1980),
The Adventures of Sherlock Holmes and Doctor Watson: The Treasures of Agra (1983),
The Adventures of Sherlock Holmes and Dr. Watson: Bloody Signature (1979),
The Adventures of Sherlock Holmes and Dr. Watson: The Hound of the Baskervilles (1981),
The African Doctor (2016),
The Alamo (2004),
The Amazing Screw-On Head (2006),
The Amazing Spider-Man 2 (2014),
The Angry Birds Movie (2016),
The Artist (2011),
The BFG (2016),
The Barkley Marathons: The Race That Eats Its Young (2015),
The Beast of Hollow Mountain (1956),
The Beguiled (2017),
The Big Bus (1976),
The Big Sick (2017),
The Blue Lagoon (1949),
The Blue Planet (2001),
The Book of Life (2014),
The Boss (2016),
The Boss Baby (2017),
The Boy Next Door (2015),
The Boy and the Beast (2015),
The Brain (1969),
The Brand New Testament (2015),
The Bremen Town Musicians (1969),
The Brothers Grimsby (2016),
The Butterfly Effect (2004),
The Butterfly Effect 3: Revelations (2009),
The Cave of the Golden Rose (1991),
The Chumscrubber (2005),
The Circle (2016),
The Clapper (2018),
The Cloverfield Paradox (2018),
The Cobbler (2015),
The Commuter (2018),
The Conjuring 2 (2016),
The Count of Monte Cristo (2002),
The Crew (2016),
The D Train (2015),
The DUFF (2015),
The Danish Girl (2015),
The Dark Tower (2017),
The Dark Valley (2014),
The Darkest Minds (2018),
The Deadly Bees (1967),
The Death of Louis XIV (2016),
The Death of Stalin (2017),
The Devil's Advocate (1997),
The Devil's Candy (2015),
The Diary of Anne Frank (1959),
The Diary of Anne Frank (2009),
The Disaster Artist (2017),
The Do-Over (2016),
The Dressmaker (2015),
The Drop (2014),
The Duke of Burgundy (2014),
The Edge of Seventeen (2016),
The Editor (2015),
The Electric Hotel (1908),
The Emoji Movie (2017),
The Emperor's Club (2002),
The End of the Tour (2015),
The Escort (2015),
The Even Stevens Movie (2003),
The Expendables 3 (2014),
The Eye: Infinity (2005),
The FP (2012),
The Face of an Angel (2015),
The Falcon and the Snowman (1985),
The Fate of the Furious (2017),
The Fault in Our Stars (2014),
The Final Girls (2015),
The Finest Hours (2016),
The Flash 2 - Revenge of the Trickster (1991),
The Fool (2014),
The Forbidden Dance (1990),
The Forgotten Space (2010),
The Founder (2016),
The Fox and the Hound 2 (2006),4
The Fundamentals of Caring (2016),
The Gallows (2015),
The Gambler (2014),
The Gift (2015),
The Girl on the Train (2016),
The Girl with All the Gifts (2016),
The Girls (1961),
The Godfather Trilogy: 1972-1990 (1992),
The Golden Voyage of Sinbad (1973),
The Good Boy (2016),
The Good Dinosaur (2015),
The Gracefield Incident (2015),
The Grandmother (1970),
The Great Hypnotist (2014),
The Great Raid (2005),
The Great Train Robbery (1903),
The Great Train Robbery (1978),
The Greatest Showman (2017),
The Green Inferno (2014),
The Green Prince (2014),
The Hairdresser (2010),
The Handmaiden (2016),
The Hateful Eight (2015),
The Hero (2017),
The Hitman's Bodyguard (2017),
The Hobbit: The Battle of the Five Armies (2014),
The Hound of the Baskervilles (1988),
The House (2017),
The Hundred-Foot Journey (2014),
The Hunger (1983),
The Hunger Games (2012),
The Hunger Games: Catching Fire (2013),
The Hunger Games: Mockingjay - Part 1 (2014),
The Hunger Games: Mockingjay - Part 2 (2015),
The Hungover Games (2014),
The Huntsman Winter's War (2016),
The Idolmaker (1980),
The Imitation Game (2014),
The Importance of Being Earnest (1952),
The Infiltrator (2016),
The Intern (2015),
The Interview (2014),
The Island (2006),
The Jane Austen Book Club (2007),
The Jinx: The Life and Deaths of Robert Durst (2015),
The Jungle Book (2016),
The Lair of the White Worm (1988),
The Last Five Years (2014),
The Last Witch Hunter (2015),
The Legend of Tarzan (2016),
The Lego Batman Movie (2017),
The Lego Movie (2014),5
The Little Prince (2015),
The Little World of Don Camillo (1952),
The Lobster (2015),
The Loft (2014),
The Longest Ride (2015),
The Longest Week (2014),
The Lord's Lantern in Budapest (1999),
The Lost Room (2006),
The Love Bug (1997),
The Lovers (2015),
The Machinist (2004),
The Madagascar Penguins in a Christmas Caper (2005),
The Magic Ring (1982),
The Magician (1958),
The Magnificent Ruffians (1979),
The Magnificent Seven (2016),
The Maid's Room (2014),
The Malibu Bikini Shop (1986),
The Man Who Killed Don Quixote (2018),
The Man Who Knew Infinity (2016),
The Man from Nowhere (2010),
The Man from U.N.C.L.E. (2015),
The Man in the Moon (1991),
The Martian (2015),
The Meddler (2016),
The Meyerowitz Stories (2017),
The Monkey King (1964),
The Mule (2014),
The Mummy (2017),
The Natural Love (1996),
The Neon Demon (2016),
The Nice Guys (2016),
The Night Before (1988),
The Night Before (2015),
"The Night Is Short, Walk on Girl (2017)",
The Nut Job 2: Nutty by Nature (2017),
The OA,
The Odyssey (1997),
The Opposite Sex (2014),
The Overnight (2015),
The Pacific (2010),
The Perfect Guy (2015),
The Plague of the Zombies (1966),
The Players Club (1998),
The Post (2017),
The Prime Gig (2000),
The Professional: Golgo 13 (1983),
The Pumaman (1980),
The Punisher: Dirty Laundry (2012),
The Purge: Election Year (2016),
The Purple Sea (2009),
The Putin Interviews (2017),
The Queen (2006),
The Quiet Family (1998),
The Rabbi's Cat (Le chat du rabbin) (2011),
The Raid 2: Berandal (2014),
The Raid: Redemption (2011),
The Red Turtle (2016),
The Return of Don Camillo (1953),
The Revenant (2015),
The Ridiculous 6 (2015),
The Road Within (2014),
The Rocky Horror Picture Show: Let's Do the Time Warp Again (2016),
The Runner (2015),
The Salt of the Earth (2014),
The Scorpion King (2002),
The Second Best Exotic Marigold Hotel (2015),
The Second Renaissance Part II (2003),
The Secret Life of Pets (2016),
The Shallows (2016),
The Shape of Water (2017),
The Shining (1997),2
The Silence of the Hams (1994),
The Skeleton Twins (2014),
The Space Between Us (2016),
The Spectacular Now (2013),
The Spiral Staircase (1945),
The Spirit of Christmas (1995),
The Square (2017),
The Squeeze (2015),
The Stanford Prison Experiment (2015),
The Star Wars Holiday Special (1978),
The Survivalist (2015),
The Tale of the Bunny Picnic (1986),
The Taming of the Scoundrel (1980),
The Theory of Everything (2014),
The Thief (1997),
The Thinning (2016),
The Town that Dreaded Sundown (2014),
The True Memoirs of an International Assassin (2016),
The Trust (2016),
The Unauthorized Saved by the Bell Story (2014),
The Voices (2014),
The Void (2016),
The Wailing (2016),
The Wait (2015),
The Walk (2015),
The Way (2010),
The Wedding Ringer (2015),
The Wild One (1953),
The Witch (2015),
The Wolfpack (2015),
The Wooden Horse (1950),
The Year My Voice Broke (1987),
Thelma & Louise (1991),
Them (Ils) (2006),
Them! (1954),
Themroc (1973),
Theodore Rex (1995),
There Once Was a Dog (1982),
There Will Be Blood (2007),
There Will Come a Day (2013),
There's Something About Mary (1998),
Theremin: An Electronic Odyssey (1993),
Thesis (Tesis) (1996),
They (2002),
They Call Me Bruce? (a.k.a. A Fistful of Chopsticks) (1982),
They Call Me Trinity (1971),
They Came Together (2014),
They Drive by Night (1940),
They Live (1988),
They Might Be Giants (1971),
"They Shoot Horses, Don't They? (1969)",
Thief (1981),
"Thief of Bagdad, The (1924)",
"Thief of Bagdad, The (1940)",
"Thief of Paris, The (Le voleur) (1967)",
"Thieves (Voleurs, Les) (1996)",
"Thin Blue Line, The (1988)",
"Thin Line Between Love and Hate, A (1996)",
"Thin Man Goes Home, The (1945)",
"Thin Man, The (1934)",
"Thin Red Line, The (1998)",
"Thing Called Love, The (1993)",
"Thing from Another World, The (1951)",
"Thing with Two Heads, The (1972)",
"Thing, The (1982)",
"Thing, The (2011)",
"Thing: Terror Takes Shape, The (1998)",
Things You Can Tell Just by Looking at Her (2000),
Things to Do in Denver When You're Dead (1995),
Think Like a Man (2012),
Think Like a Man Too (2014),
Thinner (1996),
"Third Man, The (1949)",
"Third Miracle, The (1999)",
Thirst (Bakjwi) (2009),
Thirteen (2003),
Thirteen Conversations About One Thing (a.k.a. 13 Conversations) (2001),
Thirteen Days (2000),
Thirteen Ghosts (a.k.a. Thir13en Ghosts) (2001),
"Thirteenth Floor, The (1999)",
Thirty-Two Short Films About Glenn Gould (1993),
This Boy's Life (1993),
This Film Is Not Yet Rated (2006),
This Is 40 (2012),
This Is England (2006),
This Is My Father (1998),
This Is Spinal Tap (1984),
This Is Where I Leave You (2014),
This Is the End (2013),
This Island Earth (1955),
This Means War (2012),
This Must Be the Place (2011),
This Property is Condemned (1966),
This So-Called Disaster (2003),
"This World, Then the Fireworks (1997)",
"Thomas Crown Affair, The (1968)",
"Thomas Crown Affair, The (1999)",
Thor (2011),
Thor: Ragnarok (2017),
Thor: The Dark World (2013),
Thoroughly Modern Millie (1967),
Those Happy Days (2006),
Those Magnificent Men in Their Flying Machines (1965),
"Thousand Acres, A (1997)",
"Thousand Clowns, A (1965)",
"Thousand Words, A (2012)",
"Three Billboards Outside Ebbing, Missouri (2017)",
"Three Burials of Melquiades Estrada, The (2006)",
"Three Caballeros, The (1945)",
Three Colors: Blue (Trois couleurs: Bleu) (1993),
Three Colors: Red (Trois couleurs: Rouge) (1994),
Three Colors: White (Trzy kolory: Bialy) (1994),
Three Days of the Condor (3 Days of the Condor) (1975),
"Three Faces of Eve, The (1957)",
Three Fugitives (1989),
Three Kings (1999),
Three Men and a Baby (1987),
Three Men and a Cradle (3 hommes et un couffin) (1985),
Three Men and a Little Lady (1990),
"Three Musketeers, The (1948)",
"Three Musketeers, The (1973)",
"Three Musketeers, The (1993)",
"Three Musketeers, The (2011)",
Three O'Clock High (1987),
Three Outlaw Samurai (Sanbiki no samurai) (1964),
"Three Stooges, The (2012)",
Three Wishes (1995),
Three from Prostokvashino (1978),
Three to Tango (1999),
Threesome (1994),
"Thrill of It All, The (1963)",
Throne of Blood (Kumonosu jô) (1957),
Through a Glass Darkly (Såsom i en spegel) (1961),
Throw Momma from the Train (1987),
Thumbelina (1994),
Thumbsucker (2005),
Thunderball (1965),
Thunderbirds (2004),
Thunderbolt and Lightfoot (1974),
Thursday (1998),
TiMER (2009),
Tickling Giants (2017),
Tideland (2005),
Tie Me Up! Tie Me Down! (¡Átame!) (1990),
Tie Xi Qu: West of the Tracks (Tiexi qu) (2003),
Tiger Raid (2016),
"Tiger and the Snow, The (La tigre e la neve) (2005)",
Tigerland (2000),
"Tigger Movie, The (2000)",
Tightrope (1984),
Tilt (2011),
Tim's Vermeer (2013),
Time After Time (1979),
Time Bandits (1981),
Time Code (2000),
Time Lapse (2014),
"Time Machine, The (1960)",
"Time Machine, The (2002)",
"Time Masters (Maîtres du temps, Les) (1982)",
Time Out (L'emploi du temps) (2001),
"Time Traveler's Wife, The (2009)",
Time of the Gypsies (Dom za vesanje) (1989),
"Time to Kill, A (1996)",
Timecop (1994),
"Timecrimes (Cronocrímenes, Los) (2007)",
Timeline (2003),
"Times of Harvey Milk, The (1984)",
Tin Cup (1996),
"Tin Drum, The (Blechtrommel, Die) (1979)",
Tin Man (2007),
Tin Men (1987),
Tinker Tailor Soldier Spy (2011),
"Tinker, Tailor, Soldier, Spy (1979)",
Titan A.E. (2000),
Titanic (1953),
Titanic (1997),
Titanica (1992),
Titicut Follies (1967),
Titus (1999),
To Be and to Have (Être et avoir) (2002),
To Be or Not to Be (1942),
To Catch a Thief (1955),
To Die For (1995),
"To Do List, The (2013)",
To Each His Own (1946),
To End All Wars (2001),
To Gillian on Her 37th Birthday (1996),
To Grandmother's House We Go (1992),
To Have and Have Not (1944),
To Kill a Mockingbird (1962),
To Live (Huozhe) (1994),
To Live and Die in L.A. (1985),
To Rome with Love (2012),
To Sir with Love (1967),
"To Wong Foo, Thanks for Everything! Julie Newmar (1995)",
Together (Han ni Zai Yiki) (2002),
Together (Tillsammans) (2000),
Tokyo Decadence (Topâzu) (1992),
Tokyo Drifter (Tôkyô nagaremono) (1966),
Tokyo Godfathers (2003),
Tokyo Idols (2017),
Tokyo Story (Tôkyô monogatari) (1953),
Tokyo Tribe (2014),
Tokyo! (2008),
Tokyo-Ga (1985),
Tom & Viv (1994),
Tom Horn (1980),
Tom Jones (1963),
Tom Segura: Completely Normal (2014),
Tom Segura: Disgraceful (2018),
Tom Segura: Mostly Stories (2016),
Tom and Huck (1995),
Tom and Jerry: A Nutcracker Tale (2007),
Tom and Jerry: Shiver Me Whiskers (2006),
Tomb Raider (2018),4
Tomboy (2011),
Tombstone (1993),
Tomcats (2001),
Tommy (1975),
Tommy Boy (1995),
Tomorrow (2015),
Tomorrow Never Dies (1997),
Tomorrowland (2015),
Toni Erdmann (2016),
Too Big to Fail (2011),
Too Funny to Fail: The Life and Death of The Dana Carvey Show (2017),
Too Late for Tears (1949),
Too Many Cooks (2014),
Tooth Fairy (2010),
Tooth Fairy 2 (2012),
Tootsie (1982),
Top Five (2014),
Top Gun (1986),
Top Hat (1935),
Top Secret! (1984),
Topaz (1969),
Topkapi (1964),
"Topo, El (1970)",
Topsy-Turvy (1999),
Tora! Tora! Tora! (1970),
Tormented (1960),
Torn Curtain (1966),
Tornado! (1996),
Torque (2004),
Tortilla Soup (2001),
Total Eclipse (1995),
Total Recall (1990),
Total Recall (2012),
Touch (1997),
Touch of Evil (1958),
Touch of Pink (2004),
"Touch of Zen, A (Xia nu) (1971)",
Touching the Void (2003),
Tough Guys (1986),
Touki Bouki (1973),
"Tourist, The (2010)",
"Tournament, The (2009)",
Tower Heist (2011),
"Towering Inferno, The (1974)",
Town & Country (2001),
"Town Called Panic, A (Panique au village) (2009)",
"Town is Quiet, The (Ville est tranquille, La) (2000)",
"Town, The (2010)",
"Toxic Avenger Part III: The Last Temptation of Toxie, The (1989)",
"Toxic Avenger, Part II, The (1989)",
"Toxic Avenger, The (1985)",
Toy Soldiers (1991),
Toy Story (1995),5
Toy Story 2 (1999),4.5
Toy Story 3 (2010),
"Toy, The (1982)",
Toys (1992),
Tracers (2015),
"Tracey Fragments, The (2007)",
Trading Places (1983),
Traffic (2000),
Trail of the Pink Panther (1982),
Trailer Park Boys (1999),
Train of Life (Train de vie) (1998),
Train to Busan (2016),
Training Day (2001),
Trainspotting (1996),
Trainwreck (2015),
Traitor (2008),
Trance (2013),
Transamerica (2005),
Transcendence (2014),
Transformers (2007),
Transformers: Age of Extinction (2014),
Transformers: Dark of the Moon (2011),
Transformers: Revenge of the Fallen (2009),
Transformers: The Movie (1986),
Transporter 2 (2005),
Transporter 3 (2008),
"Transporter, The (2002)",
Transsiberian (2008),
Trapped (2002),
Trapped in Paradise (1994),
Trash Humpers (2009),
Travels of an Ant (1983),
Treasure Island (1950),
Treasure Island (2012),3.5
Treasure Planet (2002),4
"Treasure of the Sierra Madre, The (1948)",
"Tree of Life, The (2011)",
Trees Lounge (1996),
Trekkies (1997),
Tremors (1990),4
Tremors 3: Back to Perfection (2001),
Tremors 4: The Legend Begins (2004),
Tremors II: Aftershocks (1996),
Trevor Noah: African American (2013),
Trial and Error (1997),
"Trial, The (Procès, Le) (1962)",
"Trials of Henry Kissinger, The (2002)",
Triangle (2009),
Trick 'r Treat (2007),
"Trigger Effect, The (1996)",
Trilogy of Terror (1975),
Trinity and Sartana Are Coming (1972),
"Trip to Bountiful, The (1985)",
"Trip to the Moon, A (Voyage dans la lune, Le) (1902)",
"Trip, The (2002)",
"Trip, The (2010)",
"Triplets of Belleville, The (Les triplettes de Belleville) (2003)",
Trippin' (1999),
Tristan & Isolde (2006),
Tristram Shandy: A Cock and Bull Story (2005),
"Triumph of Love, The (2001)",
Triumph of the Spirit (1989),
Triumph of the Will (Triumph des Willens) (1934),
Troll 2 (1990),
"Troll Hunter, The (Trolljegeren) (2010)",
Tron (1982),
Tron: Legacy (2010),
Troop Beverly Hills (1989),
Tropic Thunder (2008),
"Trou, Le (Hole, The) (Night Watch, The) (1960)",
Trouble in Paradise (1932),
"Trouble with Harry, The (1955)",
Troy (2004),
True Crime (1996),
True Crime (1999),
True Grit (1969),
True Grit (2010),
True Lies (1994),
True Romance (1993),
True Stories (1986),
True Story (2015),
"Truly, Madly, Deeply (1991)",
"Truman Show, The (1998)",
Trumbo (2015),
Trust (1990),
Truth (2015),
"Truth About Cats & Dogs, The (1996)",
"Truth About Charlie, The (2002)",
Tsotsi (2005),
Tuck Everlasting (2002),
Tucker & Dale vs Evil (2010),
Tucker: The Man and His Dream (1988),
Tuesdays with Morrie (1999),
Tully (2000),
Tupac: Resurrection (2003),
Turbo (2013),
Turbo Kid (2015),
Turbo: A Power Rangers Movie (1997),
Turbulence (1997),
Turkish Delight (Turks fruit) (1973),
Turner & Hooch (1989),
"Turning Point, The (1977)",
Turtle Diary (1985),
Turtle Power: The Definitive History of the Teenage Mutant Ninja Turtles (2014),
Turtles Can Fly (Lakposhtha hâm parvaz mikonand) (2004),
Tusk (2014),
"Tuskegee Airmen, The (1995)",
"Tuxedo, The (2002)",
Twelfth Night (1996),
"Twelve Chairs, The (1970)",
Twelve Monkeys (a.k.a. 12 Monkeys) (1995),
Twelve O'Clock High (1949),
"Twelve Tasks of Asterix, The (Les douze travaux d'Astérix) (1976)",
Twilight (1998),
Twilight (2008),
"Twilight Saga: Breaking Dawn - Part 1, The (2011)",
"Twilight Saga: Breaking Dawn - Part 2, The (2012)",
"Twilight Saga: Eclipse, The (2010)",
"Twilight Saga: New Moon, The (2009)",
"Twilight Samurai, The (Tasogare Seibei) (2002)",
Twilight Zone: The Movie (1983),
Twin Dragons (Shuang long hui) (1992),
Twin Falls Idaho (1999),
Twin Peaks: Fire Walk with Me (1992),
Twins (1988),
Twinsters (2015),
Twisted (2004),
Twister (1990),
Twister (1996),
Two Brothers (Deux frères) (2004),
Two Can Play That Game (2001),
"Two Days, One Night (Deux jours, une nuit) (2014)",
"Two Escobars, The (2010)",
Two Family House (2000),
Two Girls and a Guy (1997),
"Two Jakes, The (1990)",
Two Moon Junction (1988),
Two Much (1995),
Two Mules for Sister Sara (1970),
Two Night Stand (2014),
Two Weeks Notice (2002),
"Two Women (Ciociara, La) (1960)",
Two for the Money (2005),
Two if by Sea (1996),
Tyler Perry's Daddy's Little Girls (2007),
Tyler Perry's Diary of a Mad Black Woman (2005),
Tyler Perry's I Can Do Bad All by Myself (2009),
Tyrannosaur (2011),
U Turn (1997),
U-571 (2000),
U.S. Marshals (1998),
"U.S. vs. John Lennon, The (2006)",
U2: Rattle and Hum (1988),
UHF (1989),
Ugetsu (Ugetsu monogatari) (1953),
"Ugly Duckling and Me!, The (2006)",
"Ugly Truth, The (2009)",
"Ugly, The (1997)",
Ulee's Gold (1997),
Ultimate Avengers (2006),
Ultimate Avengers 2 (2006),
Ultraviolet (2006),
Umberto D. (1952),
"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les) (1964)",
UnHung Hero (2013),
"Unbearable Lightness of Being, The (1988)",
Unbelievable Adventures of Italians in Russia (1974),
Unbreakable (2000),
Unbroken (2014),
Uncle Buck (1989),
Uncle Nino (2003),
Uncommon Valor (1983),
Undead (2003),
Under Siege (1992),
Under Siege 2: Dark Territory (1995),
Under Suspicion (2000),
Under the Rainbow (1981),
Under the Sand (2000),
Under the Skin (2013),
Under the Tuscan Sun (2003),
Undercover Blues (1993),
Undercover Brother (2002),
Undercurrent (1946),
Underground (1995),
Underneath (1995),
Undertaking Betty (Plots with a View) (2002),
